id;nome;latitude;longitude;logradouro;numero;complemento;bairro;cidade;cep;uf;contato;email;telefone
3223;BAIXINHO CAR AUTOPEÇAS;-12.2482457;-38.9649112;RUA CARLOS VALADARES;70;;CENTRO;FEIRA DE SANTANA;44020002;BA;EDENILTON;edypereirafsa@hotmail.com;7591163563
3224;AUTOPEÇAS FORTALEZA;-3.7248787;-40.9915809;RUA LAIR FÉLIX NUNES;1149;PROXIMO AO HOSPITAL SÃO CAMILO;CENTRO;TIANGUÁ;62320000;CE;LUIS;autopecasfortaleza_25@hotmail.com;8836111728
3225;AUTOPEÇAS DSOUZA;-4.0331897;-40.8679724;AVENIDA FRANCISCO JÚLIO FILIZOLA;2027;;PIMENTEIRAS;SÃO BENEDITO;62370000;CE;TARCISIO;jtcomercio.autopecas@hotmail.com;8894914554
3226;FAEL MOTOPEÇAS;-3.7340701;-41.0067901;RODOVIA CE 187;218;;PITANGA;TIANGUÁ;62321560;CE;RAFAEL;rafael_souzatn@hotmail.com;8899068940
3227;AUTOCAR O ROGÉRIO;-4.0413073;-40.8638263;AVENIDA TABAJARA;513;;CENTRO;SÃO BENEDITO;62370000;CE;CLARISSE;malcinemoreirapinheiro@gmail.com;8893584122
3228;SÃO LUIS AUTO ESCAPE;-4.0384614;-40.8666705;AVENIDA DEPUTADO FRANCISCO JÚLIO FILIZOLA;1099;;CENTRO;SÃO BENEDITO;62370000;CE;LUIS;saoluisautoescap@gmail.com;8836261603
3229;JM AUTOPEÇAS;-4.0338288;-40.8685745;AVENIDA SALMITO FERREIRA;246;;CRUZEIRO;SÃO BENEDITO;62370000;CE;MARDONIO;mardoniocosta@hotmail.com;8896484343
3230;TOTO AUTOPEÇAS;-3.6923550;-40.3510047;RUA JOAQUIM RIBEIRO;225;;CENTRO;SOBRAL;62011020;CE;MICHELE;totoautopecas@gmail.com;8836111137
3231;VALMIR AUTOPEÇAS;-3.6920188;-40.3511471;RUA JOAQUIM RIBEIRO;220;LOJA 05;CENTRO;SOBRAL;62011020;CE;VALMIR;valmirautopecassobral@gmail.com;8896611026
3232;THIAGO AUTOPEÇAS;-3.6926270;-40.3512544;RUA JOAQUIM RIBEIRO;55;PONTO 03;CENTRO;SOBRAL;62011020;CE;THIAGO;thiagoautopecassobral@outlook.com;8892948603
3233;MARDONIO AUTOPEÇAS;-4.0329584;-40.8680428;AVENIDA DEPUTADO FRANCISCO JÚLIO FILIZOLA;2065;;CORRENTE;SÃO BENEDITO;62370000;CE;ISAIAS;mardonioautomotivo01@gmail.com;8894408040
3234;AUTOPEÇAS EVARISTO;-3.6920188;-40.3511471;RUA JOAQUIM RIBEIRO;220;LOJA 01;CENTRO;SOBRAL;62011020;CE;EVARISTO NETO;autopecasevaristo@gmail.com;8836133183
3235;PS AUTOPEÇAS;-3.6922287;-40.3513006;RUA JOAQUIM RIBEIRO;215;;CENTRO;SOBRAL;62011020;CE;PAULO SÉRGIO;psautocenter@gmail.com;8899214486
3236;INJETRON AUTOPEÇAS;-23.2165816;-49.3781757;AVENIDA HUMBERTO MARTIGNONI;893;;CENTRO;PIRAJU;18803150;SP;LUIZ CARLOS;autopecas@injetron.com.br;1433526067
3237;PROGRESSO AUTOPEÇAS;-23.4190960;-49.0937438;AVENIDA SANTO ANTÔNIO;1430;;CENTRO;ITAÍ;18730000;SP;ANGELA;progressoautopecas@terra.com.br;1437611065
3238;SERGIO AUTOPEÇAS;-23.2165816;-49.3781757;AVENIDA HUMBERTO MARTIGNONI;760;;CENTRO;PIRAJU;18803150;SP;MARCELO;sergioautopecas760@hotmail.com;1433212999
3239;MORUMBI AUTOPEÇAS;-21.7779333;-48.8242729;AVENIDA MARIA ANTONIA SINANE;135;;PARQUE JARDIM;IBITINGA;14940000;SP;LEONARDO;morumbiautopecas@gmail.com;1633428400
3240;MOTO PRO;-21.7413767;-48.6888762;RUA TORINO FIORANI;13;;CENTRO;TABATINGA;14910000;SP;DARLEY;darleymotopro@gmail.com;1633217625
3241;VARNY AUTOPEÇAS;-7.2298866;-39.4092783;RODOVIA CURSINO BELÉM;37;;CENTRO;CRATO;63100290;CE;VARNY;varnycostajunior@gmail.com;8899660379
3242;KEKA AUTOPEÇAS;-7.2179657;-39.3185567;RUA SÃO PEDRO;2129;;SANTA TEREZA;JUAZEIRO DO NORTE;63050270;CE;ROGÉRIO;automotopecakeka@hotmail.com;8835724522
3243;PINHEIRO AUTOPEÇAS;-7.2178224;-39.3180265;RUA SANTA MARIA;148;;SANTA TEREZA;JUAZEIRO DO NORTE;63050350;CE;PINHEIRO;pinheiropg@hotmail.com;8835123409
3244;ANTÔNIO AUTOPEÇAS;-7.2163242;-39.3202885;RUA JOSÉ MARROCOS;840;;SALESIANOS;JUAZEIRO DO NORTE;63050240;CE;ANTÔNIO;antonio_autopecasjua@yahoo.com.br;8835874234
3245;CARIRI AUTOPEÇAS;-7.2281455;-39.3873545;AVENIDA TOMAZ OSTERNES DE ALENCAR;421;;VILA ALTA;CRATO;63119340;CE;THIAGO;cariri_autopecas@hotmail.com;8835218808
3246;DIFERENCIAL AUTOPEÇAS;2.7982621;-60.6975015;AVENIDA BRASIL;1228;SALA 02;CINTURÃO VERDE;BOA VISTA;69312450;RR;MARCIO;vendas@diferencialautopecas.com.br;9532248361
3247;ROCHA AUTOPEÇAS;-3.1076500;-60.0494995;AVENIDA COMPENSA;340;;VILA DA PRATA;MANAUS;69036115;AM;ALCIDIO;rochaautopag@gmail.com;9294485148
3248;QUEIROZ AUTOPEÇAS;-2.9845330;-59.9967366;RUA 4 DE JULHO;2499;;SANTA ETELVINA;MANAUS;69017195;AM;TAYRO;autopecasqueiroz86@gmail.com;9291293337
3249;ABREU AUTO CAR;-3.0730999;-59.9264404;RUA DOS AÇAIZEIROS;1;;GILBERTO MESTRINHO;MANAUS;69086666;AM;MARCINEY;marcineybraga@gmail.com;9292196136
3250;PORTELINHA MOTO PEÇAS;-3.0683249;-59.9246664;RUA DOS AÇAIZEIROS;1884;;GILBERTO MESTRINHO;MANAUS;69086666;AM;DAVID;portelinhamotopecas@hotmail.com;9293789709
3251;RALLY MOTO PEÇAS;-3.0046970;-59.9777169;AVENIDA MARGARIDA;2630;;NOVA CIDADE;MANAUS;69097305;AM;IRAILDES;rallymotosam@gmail.com;9293417141
3252;AUTO ZÉLIO;-1.4315930;-48.4672795;TRAVESSA MAURITÍ;1904;;PEDREIRA;BELÉM;66087680;PA;MARIZÉLIO BAÍA;autozelio@gmail.com;(91) 3257-5244
3253;SOUZA PEÇAS E ACESSÓRIOS;-1.3704160;-48.3768190;ALAMEDA GABRIELA BITTENCOURT;1;ESQUINA COM A RUA 2 DE JUNHO;ÁGUAS BRANCAS;ANANINDEUA;67033-062;PA;GIRLEI SOUZA; jonathansouzabelem@gmail.com;(91) 3285-0034
3254;JR MOTOS E BIKE;-1.4012798;-48.4915772;QUADRA QUARENTA E SETE;4;CONJUNTO CDP;MARACANGALHA;BELÉM;66110151;PA;JOSÉ JÚNIOR; josedamoto@hotmail.com;(91) 98133-7205
3255;META PEÇAS AUTOMOTIVAS;-9.3455069;-37.2783566;RODOVIA BR 316;2472;;SÃO JOÃO;MARITUBA;67203-135;PA;NILSON PORTO;metanivelfinanceiro@gmail.com;(91) 98535-4040
3256;META AUTOPEÇAS;-1.3691325;-48.3460167;RODOVIA BR 316;408;KM 8;SÃO JOÃO;MARITUBA;67203-135;PA;MARCELO PORTO;mt.financeiro@gmail.com;(91) 99170-6760
3257;3 A AUTOPEÇAS;-1.4231010;-48.4723186;RUA ANTONIO EVERDOSA;1630;;PEDREIRA;BELÉM;66085-755;PA;ALEXANDRE NEVES;alexandreneves0912@hotmail.com;(91) 3264-2772
3258;BORGES AUTOPEÇAS;-12.9369928;-38.4948782;RUA LUIZ REGIS PACHECO;145;;URUGUAI;SALVADOR;40451360;BA;RAIMUNDO;borgesautopecas23@yahoo.com.br;(71) 3244-2603
3259;SC CAR AUTOPEÇAS;-12.9379182;-38.4954539;RUA LUIZ REGIS PACHECO;109;;URUGUAI;SALVADOR;40451360;BA;ALEXANDRE;sccar.autopecas@gmail.com;7133157170
3260;TOP CAR;-12.9372206;-38.4950630;RUA LUIZ REGIS PACHECO;133;;URUGUAI;SALVADOR;40451360;BA;VALTERCIO;valterciogene@hotmail.com;7132071630
3261;AUTOPEÇAS VELOZ;-12.9371792;-38.4949808;RUA LUIZ REGIS PACHECO;137;;URUGUAI;SALVADOR;40451360;BA;JUNIOR;hclsantana.jr@gmail.com;7132401117
3262;O VAREJÃO AUTOPEÇAS;-12.2318367;-38.9692892;AVENIDA EDUARDO FROES DA MOTA;18960;;BARAÚNA;FEIRA DE SANTANA;44020292;BA;GILSON;sac@ovarejao.com.br;7530236071
3263;RONI AUTOPEÇAS;-14.2113906;-42.7641385;AVENIDA PREFEITO JOSÉ NEVES TEIXEIRA;283;;SOSSEGO;GUANAMBI;46430000;BA;JONATAS;guanambi@roni.com.br;7734238170
3264;SUPER FREIOS;-3.1134421;-60.0238762;AVENIDA DJALMA BATISTA;251;;SÃO GERALDO;MANAUS;69053355;AM;JOÃO BATISTA;autopecassuperfreioss@hotmail.com;9232329049
3265;BETO MOTO PEÇAS;-3.0279668;-60.0009420;AVENIDA FRANCISCO QUEIROZ;95;CJ MANOA;CIDADE NOVA;MANAUS;69090741;AM;LUANNA;beto.motopecas93@gmail.com;9233479068
3266;AJIME MOTO PEÇAS;-23.6234836;-45.4207203;RUA BENEDITA ALVES CRUZ;689;;CAPUTERA;CARAGUATATUBA;11660620;SP;ALEXANDRE;alexandrebmx@hotmail.com;1238831422
3267;JTA AUTOPEÇAS;-23.8032849;-45.4037954;RUA CRISTOVÃO SOARES;467;;CENTRO;SÃO SEBASTIÃO;11600000;SP;MARGARETE;jtabaterias@gmail.com;1238922532
3268;JTA AUTOPEÇAS;-23.6633828;-45.4351283;RUA ALVARO THEODORO DA CRUZ;705;;JARDIM BRITÂNIA;CARAGUATATUBA;11672190;SP;MARGARETE;jtabaterias@gmail.com;1238879070
3269;SASAKI AUTOPEÇAS;-23.6252672;-45.4207964;AVENIDA MARANHÃO;609;;JARDIM PRIMAVERA;CARAGUATATUBA;11660690;SP;ROBERTO;contato@sasakiautopecas.com.br;1238824702
3270;ARTUR AUTOPEÇAS;-23.6241212;-45.4194889;AVENIDA PIAUÍ;550;;CENTRO;CARAGUATATUBA;11660720;SP;JULIO;contato@arturautopecas.com.br;1238822576
3271;ARTUR AUTOPEÇAS;-23.8061066;-45.4016642;AVENIDA ANTONIO JANUÁRIO DO NASCIMENTO;140;;CENTRO;SÃO SEBASTIÃO;11600000;SP;PAULO;contato@arturautopecas.com.br;1238921709
3272;ARTUR AUTOPEÇAS;-23.8212165;-45.3770515;AVENIDA PRINCESA ISABEL;2965;;BARRA VELHA;ILHA BELA;11630000;SP;ISABELA;contato@arturautopecas.com.br;1281583977
3273;ATLANTICO NORTE AUTOPEÇAS;-23.6375303;-45.4294517;RUA HENRIQUE DIAS;188;;JARDIM ARUÃ;CARAGUATATUBA;11665440;SP;DANIELLE;financeiro@retificabeiramar.com.br;1238871881
3274;FAIZÃO AUTOPEÇAS;-23.5103011;-45.1992284;AVENIDA RIO GRANDE DO SUL;545;;CENTRO;UBATUBA;11680000;SP;ONEIA;faizaoubatuba@yahoo.com.br;1238333586
3275;ESTRELA DA ILHA AUTOPEÇAS;-23.8219098;-45.3731000;AVENIDA PRINCESA ISABEL;2343;;CENTRO;ILHA BELA;11630000;SP;IGOR;igor.ilha@hotmail.com;1296198379
3276;NOGUEIRAS AUTOPEÇAS;-3.7303896;-38.5849657;AVENIDA CORONEL CARVALHO;3088;;OLAVO OLIVEIRA;FORTALEZA;60351364;CE;PEDRO IGOR;nogueirasautopecas@gmail.com;8596369286
3277;AUTOPEÇAS BOM JESUS;-3.7874636;-38.6102961;AVENIDA OSCAR ARARIPE;2150;;GRANJA LISBOA;FORTALEZA;60540445;CE;SEBASTIÃO;autopecasbomjesus1@gmail.com;8532454502
3278;ALTERNATIVA MOTO PEÇAS;-21.1253722;-42.3829522;RODOVIA ROD BR 116;5410;A;BARRA;MURIAÉ;36884114;MG;GUILHERME;alternativamuriae@gmail.com;3237218717
3279;ALTERNATIVA MOTO PEÇAS;-21.3918086;-42.6887753;AVENIDA MEIA PATACA;222;A;CENTRO;CATAGUASES;36770056;MG;ACACIO;alternativamuriae@gmail.com;3234227727
3280;ALTERNATIVA MOTO PEÇAS;-21.2010464;-41.8975493;AVENIDA PRESIDENTE DUTRA;367;;CENTRO;ITAPERUNA;28300000;RJ;RAFAEL;alternativamuriae@gmail.com;2299641772
3281;AUTO ZAQUINE;-21.5402120;-42.6442380;AVENIDA JEHU FARIAS;128;;CENTRO;LEOPOLDINA;36700000;MG;HIAGO;zaquinepneus@yahoo.com.br;3234414300
3282;AUTOPEÇAS JOÃO DUTRA;-21.1924650;-42.6118536;AVENIDA PRESIDENTE MEDICI;451;;CENTRO;MIRAÍ;36790000;MG;RENATO;autodutra@hotmail.com;3234261415
3283;AUTOPEÇAS ZANGALE;-21.5383245;-42.6406255;AVENIDA GETULIO VARGAS;575;;CENTRO;LEOPOLDINA;36700000;MG;ALEX;autopecaszaquine@gmail.com;3234411037
3284;AUTOMOTIVA PEÇAS;-21.3779220;-42.6866630;RUA EUDALDO LESSA;175;B;CENTRO;CATAGUASES;36774552;MG;ROGERIO;automotivaps@gmail.com;3234211022
3285;CARNEIRO AUTOPEÇAS;-21.1183529;-42.9346507;RUA CAMILO DOS SANTOS;76;;CENTRO;UBÁ;36500000;MG;MANOEL;vendas@carneiro.com.br;3235211344
3286;MOTO MAIS;-21.1342975;-42.3623751;PRAÇA DOUTOR LISBOA;96;;CENTRO;MURIAÉ;36880070;MG;FABIANA;lojamotomais@hotmail.com;3237221727
3287;RACING MOTOS;-20.8471192;-42.6578517;RUA VEREADOR GERALDO LOPES;128;;CENTRO;ERVALIA;36500000;MG;CLAUDIO;claudiomartinsduarte27@gmail.com;3284178564
3288;FABINHO AUTOPEÇAS;-21.1902013;-42.6132943;AVENIDA PRESIDENTE MEDICE;149;;CENTRO;MIRAÍ;36790000;MG;FABIO;costaautocomercio@hotmail.com;3234261835
3289;FAMI AUTOPEÇAS;-21.1898034;-42.6184552;AVENIDA SANTA CECILIA;587;;CENTRO;MIRAÍ;36790000;MG;RAFAEL;famiautopecas@hotmail.com;3234261375
3290;IDEAL AUTOPEÇAS;-20.7529757;-42.8722196;AVENIDA MARECHAL HUMBERTO CASTELO BRANCO;555;LJ 10;CENTRO;VIÇOSA;36570000;MG;MARCIANO;idealautopecas@gmail.com;3238914105
3291;JF AUTOPEÇAS;-20.8404789;-42.6562709;PRAÇA PRAÇA GETULIO VARGAS;31;;CENTRO;ERVALIA;36555000;MG;FABIO;jfautocenter@hotmail.com;3235542233
3292;RT AUTOPEÇAS;-20.7544486;-42.8783308;AVENIDA MARECHAL HUMBERTO CASTELO BRANCO;91;;CENTRO;VIÇOSA;36570000;MG;DONIZETE;;3238910831
3293;KI MOTO PEÇAS;-21.2072127;-42.8933645;AVENIDA BEIRA MAR;1100;;CENTRO;UBÁ;36500000;MG;SIDNEY;kimotouba@yahoo.com;3235321683
3294;LUCIANO MOTOS;-21.1198953;-42.9346616;RUA CONSELHEIRO AUGUSTO CESAR;66;;CENTRO;UBÁ;36500000;MG;LUCIANO;nadiaaparaujo@gmail.com;3235285000
3295;BMT AUTOPEÇAS;-21.1192684;-42.9330983;RUA ANTÔNIO BATISTA;188;;CENTRO;UBÁ;36500000;MG;ANTONIO;;3235314842
3296;MARFRANCI AUTOPEÇAS;-20.7500530;-42.8696652;AVENIDA MARECHAL HUMBERTO CASTELO BRANCO;1235;;CENTRO;VIÇOSA;36570000;MG;MARLON;marfrancipecas@hotmail.com;3238919473
3297;MOTO BRAGA;-21.1196542;-42.9331349;RUA ANTÔNIO BATISTA;213;;CENTRO;UBÁ;36500000;MG;EDILENE;motobraga@hotmail.com;3235324179
3298;MOTO NAVA;-21.1269291;-42.3682403;AVENIDA PRESIDENTE CASTELO BRANCO;10;;CENTRO;MURIAÉ;36880000;MG;SERDI;navamoto@outlook.com;3237314033
3299;MUNDIAL MOTO PEÇAS;-21.3779220;-42.6866630;AVENIDA EUDALDO LESSA;175;C;CENTRO;CATAGUASES;36774552;MG;JAQUELINE;mundialmotopecas@gmail.com;3298080175
3300;PNEUS AVENIDA;-20.7483829;-42.8679976;AVENIDA MARECHAL HUMBERTO CASTELO BRANCO;10890;;CENTRO;VIÇOSA;36570000;MG;ALEX;alexfreitas436@hotmail.com;3236914147
3301;RATINHO PEÇAS;-21.5379020;-42.6407613;AVENIDA GETULIO VARGAS;586;;CENTRO;LEOPOLDINA;35700000;MG;JACY;ratinhopecasleopoldina@hotmail.com;3234414039
3302;REGINALDO OLIVEIRA AUTOPEÇAS;-20.7483829;-42.8679976;AVENIDA PRESIDENTE HUMBERTO DE ALENCAR;1170;;CENTRO;VIÇOSA;36570000;MG;LUIS;reginaldoautopecas@gmail.com;3238915938
3303;RENATA AUTOPEÇAS;-21.1287037;-42.3755283;AVENIDA MONTEIRO DE CASTRO;204;LOJA B;CENTRO;MURIAÉ;36880000;MG;MATEUS;renataapc@gmail.com;3237224757
3304;REVISA AUTOPEÇAS;-21.5379070;-42.6387998;RUA DOUTOR ANTÔNIO DE OLIVEIRA GUIMARÃES;50;GALPÃO;CENTRO;LEOPOLDINA;36700000;MG;VITOR;revisapecas@gmail.com;3234417375
3305;ROCK MOTOS;-20.8181135;-42.5901672;AVENIDA PROGRESSO;65;;CENTRO;ERVALIA;36555000;MG;ROQUE;rockmotos@gmail.com;3235542554
3306;AUTO FRANCE;-21.1130906;-42.9510047;AVENIDA DOS ANDRADAS;86;;CENTRO;UBÁ;36500000;MG;RODRIGO;autofrance@outlook.com;3235313195
3307;SUPER MOTO MIX;-21.1294655;-42.3897089;AVENIDA PREFEITO DANTE BRUNO;155;LOJA 3;CENTRO;MURIAÉ;36880070;MG;CELIO;lojamotomais@hotmail.com;3237221727
3308;TAMAUTO TALMA;-21.1107523;-42.9551176;AVENIDA EX COMBATENTES;320;;CENTRO;UBÁ;36500000;MG;VINICIUS;;3235311232
3309;TRIAUTOPEÇAS;-21.3810628;-42.6930554;RUA FRANCISCO ANTÔNIO LEONARDO;186;B;CENTRO;CATAGUASES;36774102;MG;HELENO;triautopecas2008@hotmail.com;3234212360
3310;FENIX MOTOS;-20.8358458;-42.6519543;RUA DOUTOR PAULINO DE RESENDE;53;;CENTRO;ERVALIA;35555000;MG;DANIELE;danielearaujo128@yahoo.com.br;3299855316
3311;SIPEÇAS;-8.1120322;-34.9209958;RUA JEAN EMILE FAVRE;1300;;IPSEP;RECIFE;51190450;PE;SEBASTIÃO;sipecasltda@hotmail.com;8134717844
3312;BARATÃO AUTOPEÇAS;-8.1961203;-34.9208402;AVENIDA PRESIDENTE KENNEDY;920;;CANDEIAS;JABOATÃO DOS GUARARAPES;54430030;PE;SERGIO;autopecasdabarra@gmail.com;8198675233
3313;FORT AUTOPEÇAS;2.7764713;-60.7231029;RUA COMETA;443;;RAIAR DO SOL;BOA VISTA;69316014;RR;HOMERO;fortautopecasrr@gmail.com;9591613300
3314;ANDRADE MOTO PEÇAS;2.8111699;-60.7255946;RUA MANOEL FELIPE;2367;;ASA BRANCA;BOA VISTA;69312288;RR;VINICIUS;andrademotos@hotmail.com;9536263462
3315;FORTE PEÇAS;-3.0166661;-59.9943246;AVENIDA TENENTE ROXANA BONESSI;1153;CJ GALILEIA;NOVA CIDADE;MANAUS;69090669;AM;MARINHO;fortepecas@hotmail.com;9288023259
3316;JUNIOR BATERIAS;-3.1084964;-60.0494128;AVENIDA COMPENSA;248;;VILA DA PRATA;MANAUS;69030575;AM;JUNIOR;juniorpecaseservicos@gmail.com;9291331004
3317;ARTHUR AUTOPEÇAS;-3.1039759;-60.0504858;AVENIDA COMPENSA;779;;COMPENSA;MANAUS;69035090;AM;DORVAL;arthurcatingueira22@gmail.com;9284645513
3318;FADUL AUTOPEÇAS;-3.0405129;-59.9368913;AVENIDA BRIGADEIRO HOLÁRIO GURJÃO;22;;JORGE TEIXEIRA;MANAUS;69088480;AM;EDILSON;edilson-fadul1@hotmail.com;9293688875
3319;LOURO MOTO SPORT;-3.1031109;-59.9465641;AVENIDA AUTAZ MIRIM;9883;CJ BRAGA MENDES;CIDADE NOVA;MANAUS;69099045;AM;RUBINALDO;louromotosport@hotmail.com;9293066281
3320;AUTO ESTORIL AUTOPEÇAS;-3.1233778;-60.0140716;AVENIDA TARUMÃ;1420;;PRAÇA 14 DE JANEIRO;MANAUS;69020000;AM;ANTONIO;autoestoril@hotmail.com;9232333136
3321;AUTOPEÇAS SOUSA;-3.1175390;-60.0064510;RUA BELÉM;1242;;CACHOEIRINHA;MANAUS;69100000;AM;GILMAR;compras@autopecassousa.com.br;9291613549
3322;AUTOPEÇAS SOUSA;-3.1061608;-60.0075597;AVENIDA ANDRÉ ARAÚJO;63;;ADRIANÓPOLIS;MANAUS;69057025;AM;GABRIEL;compras@autopecassousa.com.br;9299782233
3323;AUTOPEÇAS SOUSA;-3.1294800;-59.9938202;AVENIDA COSTA E SILVA;1259;;RAIZ;MANAUS;69068010;AM;JACKSON;compras@autopecassousa.com.br;9282614100
3324;AUTOPEÇAS SOUSA;-3.0788704;-60.0428409;RUA PROFESSOR ABILIO ALENCAR;119;;ALVORADA;MANAUS;69043130;AM;RAILSON;compras@autopecassousa.com.br;9282614099
3325;BR DIESEL;-15.7087030;-47.9143752;RUA SDE QUADRA 01 CONJUNTO B LOTE;6;PISTÃO SUL;TAGUATÍNGA SUL;BRASÍLIA;72145102;DF;LUCIVALDO;brdiesel-gerente@gmail.com;6183132701
3326;NOBRE CAR AUTOPEÇAS;-15.7915071;-47.9719691;QUADRA 08 LOTE 05 LOTE;1;LOJA 01;SOBRADINHO;BRASÍLIA;73005505;DF;JULLES;jalobo@uol.com.br;6133878718
3327;KAIZEN CASA DA AUTOPEÇAS;-15.8557265;-48.1115695; SMA CONJUNTO D LOTE;17;ÁREA DE DESENVOLVIMENTO ECONÔMICO;GAMA;BRASÍLIA;72429030;DF;WILLAME;angelica@pecista.com.br;6135505515
3328;KARPEÇAS AUTOPEÇAS;-15.6051511;-47.6821119; SOF CONJUNTO D LOTE;70;SETOR DE OFICINAS;PLANALTINA;BRASÍLIA;73340040;DF;HIAGO FERREIRA;hiago.ferreira@kampeão.com.br;6133489300
3329;BOSCO ACESSORIOS;-8.0343389;-50.0352058;AVENIDA SANTA TEREZA;470;;CENTRO;REDENÇÃO;68552230;PA;BOSCO;boscoacessorios@hotmail.com;9491553346
3330;SUPERBRAS;-8.0442822;-50.0287471;AVENIDA ARAGUAIA;2101;;SETOR OESTE;REDENÇÃO;68552270;PA;ALISSON;comprasloja57@superbras.com.br;9434244203
3331;CHAVEIRO BRASIL;-8.0333633;-50.0291061;AVENIDA OSCÁR TOMPSON FILHO;74;;MORADA DA PAZ;REDENÇÃO;68552140;PA;RICARDO;ricardo.brasilchaveiro@gmail.com;9434243230
3332;AUTOPEÇAS DINIZ;-8.0405218;-50.0372343;RUA GUARANTAN;934;;ENTRONCAMENTO;REDENÇÃO;68552412;PA;MANUEL;autopecasorizona@outlook.com;9434246213
3333;AUTOPEÇAS SANTA LUZIA;-8.2798797;-49.2706787;AVENIDA BENEDITO ROCHA;3736;;CENTRO;CONCEIÇÃO DO ARAGUAIA;68540000;PA;WEDER;autopecassantaluzia2010@hotmail.com;9434212245
3334;AUTOPEÇAS PIT STOP SANTA LUZIA;-8.0408715;-50.0452441;RUA ARAGUAIA;44;;ALTO PARANÁ;REDENÇÃO;68552253;PA;WEDER;weldemax88@hotmail.com;9434212382
3335;DIVINO AUTOPEÇAS;-8.0452810;-50.0198691;AVENIDA ARAGUAIA;1345;;SANTOS DUMONT;REDENÇÃO;68551000;PA;DIVINO;divino.autopecaseacessorios@gmail.com;9434248207
3336;RN AUTOMOTIVA;-8.0447344;-50.0198114;AVENIDA ARAGUAIA;1412;;ALTO PARANÁ;REDENÇÃO;68550253;PA;ROGÉRIO;rnautomotiva@gmail.com;9434244336
3337;ANHAGUERA PEÇAS;-8.0444094;-50.0274778;AVENIDA ARAGUAIA;3018;;VILA PAULISTA;REDENÇÃO;68552155;PA;KADURIM;anhangueramatriz@gmail.com;9434241597
3338;MOREIRA AUTO;-8.0407990;-50.0395633;AVENIDA ARAGUAIA;1675;;SANTOS DUMONT;REDENÇÃO;68551000;PA;SECRETA;mereiraautocenter2022@hotmail.com;9491003911
3339;NB AUTO;-8.0407582;-50.0389029;AVENIDA ARAGUAIA;3256;;ADEMAR GUIMARÃES;REDENÇÃO;68552412;PA;RICARDO;chaveirobrasilfilial@outlook.com;9434241355
3340;RIO VERDE AUTOPEÇAS;-6.0687329;-49.9035855;RUA BRASIL;S/N;;RIOVERDE;PARAUAPEBAS;68515000;PA;CAIO RUAN;rioverdeautopecaspa@gmail.com;9433564122
3341;CELLIS AUTOPEÇAS;-6.0809813;-49.9072214;AVENIDA LIBERDADE;S/N;;PARAISO;PARAUAPEBAS;68515000;PA;CELLIS;bigacellis@gmail.com;(94)3356-2662
3342;MERCADÃO DAS PEÇAS;-6.0754292;-49.8876271;RUA RIO AZUL;137;QD 02 LT 01;BEIRA RIO;PARAUAPEBAS;68515000;PA;CLAUDIO;mercado.depecas@hotmail.com;9491202004
3343;IMPORT CAR;-6.0758672;-49.8885161;AVENIDA LIBERDADE;166;QD 158  LT 166;RIOVERDE;PARAUAPEBAS;68515000;PA;VALDEQUE;cotacao.importcar@outlook.com;9433522166
3344;SÓ PEÇAS;-6.0608212;-49.8730182;RODOVIA PA 160;S/N;QD 06 LT 10;CIDADE JARDIM;PARAUAPEBAS;68515000;PA;DANIEL FELIPE;sopecaspa@gmail.com;94992303010
3345;AUTENTICAR AUTOPEÇAS;-6.0793813;-49.8856698;AVENIDA LIBERDADE;252;QD 04 LT 252;DA PAZ;PARAUAPEBAS;68515000;PA;FERNANDO;autenticaautopecas704@gmail.com;9491487948
3346;SÓ PEÇAS;-6.0795371;-49.8854097;AVENIDA LIBERDADE;264;QD 04 LT 262;DA PAZ;PARAUAPEBAS;68515000;PA;THIAGO;sopecasspa@gmail.com;94992303010
3347;BOCÃO AUTOPEÇAS;-5.3671133;-49.1230982;AVENIDA QUADRA TRINTA E OITO;S/N;FOLHA 28 LOTE 29;NOVA MARABA;MARABÁ;68506380;PA;NETO;bocaoautopecasmba@hotmail.com;9491105324
3348;VP7 AUTOPEÇAS;-5.3671133;-49.1230982;AVENIDA QUADRA TRINTA E OITO;S/N;FOLHA 28 LOTE 24;NOVA MARABA;MARABÁ;68506380;PA;MAIRA LIMA;vp7autopecas@gmail.com;9491701700
3349;AUTO GIRO;-5.3671133;-49.1230982;AVENIDA QUADRA TRINTA E OITO;S/N;FOLHA 28 LOTE 23;NOVA MARABA;MARABÁ;68506380;PA;EZEQUIEL;junior@autogironet.com.br;9433214781
3350;NEM CAR AUTOPEÇAS;-5.3671133;-49.1230982;AVENIDA QUADRA TRINTA E OITO;S/N;FOLHA 28 LOTE 22;NOVA MARABA;MARABÁ;68506380;PA;ANDERSON;newcarautopecas@hotmail.com;9433224108
3351;MANUS AUTOPEÇAS;-5.3673973;-49.1270284;AVENIDA TRANSAMAZÔNICA;1837;;CIDADE NOVA;MARABÁ;68501660;PA;NETO;aliancaautopecasmba@gmail.com;9433232274
3352;AUTOPEÇAS PLANALTO;-7.3127894;-50.0462395;AVENIDA RIO MARIA;87;;CENTRO;RIO MARIA;68530000;PA;MARCELO;autopecasplanauto@hotmail.com;9434281288
